,r,theta
0,0.3164244789063736,0.3322454174899642
1,0.26762599574821294,0.1597047064598351
2,0.10673855415936408,0.4868892171231377
3,0.06258970676051544,0.8915561195654613
4,0.0532616903664241,1.1382055860563898
5,0.049806378085462184,1.220372037026042
6,0.044319360524264474,1.3231698421552933
7,0.037675549952027626,1.4891056742565187
8,0.042152248718644925,1.595410694797795
9,0.08792824311938528,0.986932007165781
10,0.08030556850386461,0.9883197760788742
11,0.08101349688783169,0.9797209484769484
12,0.09745731730228906,0.8287175499142329
13,0.10468089463076824,0.69986354083913
14,0.09669852791259803,0.6933825114715396
15,0.07883477006384548,0.6804919355131127
16,0.0761344503640266,0.6737483922111182
17,0.0828118423063337,0.6909981898819558
18,0.08300033396094775,0.7647866030319818
19,0.07626619883226016,0.7992439548263442
20,0.0744869018824121,0.9317424260623084
21,0.07436405117020584,1.11288908930463
22,0.07491222571827245,1.0591578753563313
23,0.0753022793656476,1.2134811152678902
24,0.08028441758588936,1.1142168356943347
25,0.08371188393610877,1.1267653721443947
26,0.08064134440509706,1.1420161374312565
27,0.08318430296890837,1.113660219644313
28,0.08528130548187324,1.0287110423859382
29,0.08366153620139447,1.007191327365712
30,0.08269709515181377,0.9899492715052322
31,0.08147543888962232,1.0121299138387345
32,0.08121756169447016,1.0527657021640948
33,0.0786706216378034,1.0746469431831798
34,0.07733305593185724,1.0937715651520397
35,0.07732156831145846,1.0872694293389635
36,0.07643443124543788,1.0944346894568038
37,0.07534376756138854,1.1295111346286084
38,0.07436015690543461,1.0958661335851079
39,0.0780080168909931,1.1051736275194095
40,0.07967597982151872,1.1982521623741864
41,0.09938285354741626,1.0376040164324245
42,0.09370980582672021,1.0577677753593961
43,0.11372893605456497,0.9346206628417779
44,0.12140243415917325,0.9969191874378077
45,0.12221321141869786,1.0411600991084637
46,0.13365086825763875,0.935741084918835
47,0.1353080242183064,0.8929835053796649
48,0.13260949958037588,0.9133797740571707
49,0.13539468899088195,0.9064191028679129
50,0.13053174147688054,0.9597659139334174
51,0.127084120220289,0.9989004682869793
52,0.12833686553479798,1.0417276153480017
53,0.12317469280694487,1.044399154805415
54,0.12593736323882365,1.0968823154129286
55,0.12826898861752548,1.0802380479334885
56,0.12554170614989035,1.118838319613377
57,0.13036057578222982,1.0531413244057908
58,0.12798291841030374,1.1013384059022646
59,0.12871633424272944,1.0869068461057196
60,0.13220706572818594,1.0702454697288961
61,0.13344453780858745,1.021297643709067
62,0.13368698441307292,1.0395731270856767
63,0.13249510488039692,1.0422297071376292
64,0.1351130222557968,1.0498071358872445
65,0.13998401820623152,1.0460927560865763
66,0.14048465444439526,1.0401261308144911
67,0.14239711369973862,1.0430041181868102
68,0.1428618445186001,1.0477581465944674
69,0.14506900477177537,1.0634426502989927
70,0.14261298780063628,1.106220632833352
71,0.14364413424871542,0.9836685554127759
72,0.13774505359355432,0.9896239208474857
